0.33281673273270185,13.719622171622852
7.056466010385574,14.71008715992824
13.56465247873985,15.206065757861047
19.845222092824326,15.4335712822789
25.945129803494748,15.516187132236206
31.90867659826741,15.515577066333451
37.76850280539885,15.46379912386806
43.547738568752955,15.378665138804699
49.262921282672565,15.27071819050299
54.92612816506167,15.146547779520942
60.54638635580302,15.010464660103736
66.13059347699942,14.865398708804282
71.68412612694533,14.71340643672036
77.21125032355219,14.555971396339109
82.7154045224415,14.394189251085544
88.19939901553116,14.228885818593772
